status,phase,nucleation_mode,contact_angle_deg,T_ambient_K,T_local_K,P_total_Pa,p_v_Pa,RH_water_percent,RH_ice_percent,S_water,S_ice,gradT_K_m,DeltaT_K,P_eq_classical_Pa,P_eq_shift_Pa,DeltaP_eq_Pa,gamma_J_m2,dgamma_dr_J_m3,surface_stress_N_m,DeltaS_bulk,DeltaG_V_J_m3,DeltaG_bulk_J,DeltaG_surface_J,DeltaG_config_J,DeltaG_total_J,Gamma_1st,Gamma_2nd,r_critical_1st_m,r_critical_2nd_m,DeltaG_critical_1st_J,DeltaG_critical_2nd_J,nucleation_rate_m3_s,log10_nucleation_rate,expected_events,dominant_phase,rain_favorability,snow_favorability,graupel_favorability,hail_favorability,diagnostic_class,confidence,assumptions,warnings,validity_flags,solver_iterations,closure_residual,critical_radius_residual
ok,liquid,homogeneous,179.99994270422047,260.0,259.99981317677543,70000.0,244.93585764076195,110.00000000000001,125.09516797893643,1.1,1.2509516797893643,74.33459919175125,0.000186823224582678,222.66896149160175,222.66558630097546,0.0033751906262864395,0.07712456107624088,3072.691676344259,0.07712456107624088,-9868229.167435428,-1843.6143939811225,-7.722513914911322e-18,9.691758179538226e-15,0.0,9.684035665623315e-15,-1.1723151506863432e-08,9.341161229133899e-12,-0.00012549993752704328,5.1109866798275016e-06,9.684035665623315e-15,5.472449867259326e-15,1.267647000674406e+53,53.102998333196645,7.605882004046437e+60,liquid,0.5399999999999954,0.48774999999999524,0.5547916666666627,0.38574999999999526,mixed_phase,0.9166666666666666,"[""Gibbs-Thomson coefficient follows GT = r_C * dT/2."", ""Heterogeneous geometry: f(theta)=2-3cos+cos^3; factor=f/4.""]",[],"[""in_valid_range"", ""supercooled_liquid_meta""]",5,-1.4210854715202004e-14,2.7755575615628914e-17
ok,ice,homogeneous,179.99994270422047,260.0,259.99962768172867,70000.0,244.93585764076195,110.00000000000001,125.09516797893643,1.1,1.2509516797893643,148.14073321450078,0.0003723182713312649,195.79961528330523,195.79298369738592,0.006631585919308236,0.10437375745526839,6225.074997332112,0.1049962649550016,-10031854.506269727,-3735.0427280211047,-1.5645310393593443e-17,1.3115993185961361e-14,0.0,1.3100347875567767e-14,-1.560632664364904e-08,1.8615913566563242e-11,-8.38332568952198e-05,4.195931075963554e-06,1.3100347875567767e-14,7.419883330372611e-15,1.2001923613182625e+49,49.079250858350846,7.201154167909575e+56,liquid,0.5399999999999328,0.4877499999999325,0.5547916666666105,0.3857499999999326,mixed_phase,0.9166666666666666,"[""Gibbs-Thomson coefficient follows GT = r_C * dT/2."", ""Heterogeneous geometry: f(theta)=2-3cos+cos^3; factor=f/4.""]",[],"[""in_valid_range"", ""supercooled_liquid_meta""]",5,5.684341886080802e-14,5.551115123125783e-17
