grid_dx_m,radius_m,mask_mode,level_m,quantity,term,blocks,signed_m2_s,sum_abs_block_integrals_m2_s,sum_spatial_abs_blocks_m2_s,spatial_retained_fraction,temporal_retained_fraction
300,1200.0,fixed_initial,207.51851327172238,total,predictor_bcs,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,207.51851327172238,total,projection,9,1.4165037856052071e-12,1.5817368319667085e-11,1.6285459690385255e-10,0.09712570980729192,0.08955369546803478
300,1200.0,fixed_initial,207.51851327172238,total,projection_bcs,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,207.51851327172238,total,surface_drag,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,207.51851327172238,total,transport_microphysics_bcs,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,297.6708976654277,les_label,inferred_muscl_label,9,1096.6452205528415,3254.283756161081,14699.811125391543,0.22138269181838893,0.3369851256752423
300,1200.0,fixed_initial,297.6708976654277,les_label,local_les,9,1525.767443437725,2466.764663489399,9450.014670316217,0.261032892492521,0.6185297957363423
300,1200.0,fixed_initial,297.6708976654277,les_label,mask_motion,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,297.6708976654277,total,advection,9,-29711.338252315483,31776.78118109819,70308.9733055644,0.451959112572951,0.9350015057531599
300,1200.0,fixed_initial,297.6708976654277,total,buoyancy,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,297.6708976654277,total,coriolis,9,12.341471534765951,492.9472467217101,958.2804866644049,0.5144081024101484,0.025036089798333414
300,1200.0,fixed_initial,297.6708976654277,total,external_forcing,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,297.6708976654277,total,guard,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,297.6708976654277,total,initial_bcs,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,297.6708976654277,total,les,9,1525.767443437725,2466.764663489399,9450.014670316217,0.261032892492521,0.6185297957363423
300,1200.0,fixed_initial,297.6708976654277,total,mask_motion,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,297.6708976654277,total,predictor_bcs,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,297.6708976654277,total,projection,9,-1.0059587745323093e-11,1.3094727023901537e-11,1.5496015877940065e-10,0.08450383070749835,0.7682166819485075
300,1200.0,fixed_initial,297.6708976654277,total,projection_bcs,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,297.6708976654277,total,surface_drag,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,297.6708976654277,total,transport_microphysics_bcs,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,392.33090127881815,les_label,inferred_muscl_label,9,-257.14043568916753,2591.6866425365415,16843.378550959344,0.15386976162148464,0.09921740980132476
300,1200.0,fixed_initial,392.33090127881815,les_label,local_les,9,2708.4377666490595,3283.79469080937,12236.270654313217,0.26836564698345006,0.8247890083473824
300,1200.0,fixed_initial,392.33090127881815,les_label,mask_motion,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,392.33090127881815,total,advection,9,-34854.64404207233,38433.55432076327,78143.40081403272,0.4918336535189739,0.9068805802132779
300,1200.0,fixed_initial,392.33090127881815,total,buoyancy,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,392.33090127881815,total,coriolis,9,65.98149767483353,477.5646680008227,922.9357259118449,0.5174408732839948,0.13816243557347896
300,1200.0,fixed_initial,392.33090127881815,total,external_forcing,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,392.33090127881815,total,guard,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,392.33090127881815,total,initial_bcs,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,392.33090127881815,total,les,9,2708.4377666490595,3283.79469080937,12236.270654313217,0.26836564698345006,0.8247890083473824
300,1200.0,fixed_initial,392.33090127881815,total,mask_motion,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,392.33090127881815,total,predictor_bcs,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,392.33090127881815,total,projection,9,3.183231342702834e-12,9.47029739479762e-12,1.5280763524339947e-10,0.06197528925640965,0.3361279176355643
300,1200.0,fixed_initial,392.33090127881815,total,projection_bcs,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,392.33090127881815,total,surface_drag,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,392.33090127881815,total,transport_microphysics_bcs,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,491.72390507287827,les_label,inferred_muscl_label,9,-2083.3422032619605,3028.8754971110484,15157.190462850407,0.19983093202758692,0.6878269526921986
300,1200.0,fixed_initial,491.72390507287827,les_label,local_les,9,3625.022525687136,4036.676017587393,11746.135865015616,0.34365991198945034,0.898021666810335
300,1200.0,fixed_initial,491.72390507287827,les_label,mask_motion,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,491.72390507287827,total,advection,9,-37539.046584426585,47002.55993267667,88687.7751137734,0.5299778901024327,0.7986596185015244
300,1200.0,fixed_initial,491.72390507287827,total,buoyancy,9,0.0,0.0,0.0,,
