grid_dx_m,radius_m,mask_mode,level_m,quantity,term,blocks,signed_m2_s,sum_abs_block_integrals_m2_s,sum_spatial_abs_blocks_m2_s,spatial_retained_fraction,temporal_retained_fraction
300,2400.0,moving_symmetric,491.72390507287827,total,coriolis,9,4411.6309565855345,4411.6309565855345,5493.854356530879,0.8030119967307033,1.0
300,2400.0,moving_symmetric,491.72390507287827,total,external_forcing,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,491.72390507287827,total,guard,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,491.72390507287827,total,initial_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,491.72390507287827,total,les,9,-6883.30844416055,6883.30844416055,23316.138258318115,0.2952164877348377,1.0
300,2400.0,moving_symmetric,491.72390507287827,total,mask_motion,9,62858.40728503726,62858.40728503726,103690.68302394715,0.6062107554110744,1.0
300,2400.0,moving_symmetric,491.72390507287827,total,predictor_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,491.72390507287827,total,projection,9,-4.2686648893354093e-13,1.760215356040899e-11,9.616432558703968e-10,0.01830424479447634,0.024250810417519312
300,2400.0,moving_symmetric,491.72390507287827,total,projection_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,491.72390507287827,total,surface_drag,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,491.72390507287827,total,transport_microphysics_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,596.0865590566414,les_label,inferred_muscl_label,9,3445.519493258572,9402.085964852746,34066.0067526401,0.2759961281380327,0.3664633046473677
300,2400.0,moving_symmetric,596.0865590566414,les_label,local_les,9,-2042.041054970342,3969.2599150801984,22428.143599562634,0.17697674787304296,0.5144639299664212
300,2400.0,moving_symmetric,596.0865590566414,les_label,mask_motion,9,771.2235171140644,1522.705803663654,7844.4061528759985,0.19411358539937196,0.5064822865050416
300,2400.0,moving_symmetric,596.0865590566414,total,advection,9,-90229.2831150507,90229.2831150507,217043.19709363615,0.4157203926374354,1.0
300,2400.0,moving_symmetric,596.0865590566414,total,buoyancy,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,596.0865590566414,total,coriolis,9,4549.479610723837,4549.479610723837,5462.585437986025,0.8328436529500147,1.0
300,2400.0,moving_symmetric,596.0865590566414,total,external_forcing,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,596.0865590566414,total,guard,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,596.0865590566414,total,initial_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,596.0865590566414,total,les,9,-2042.041054970342,3969.2599150801984,22428.143599562634,0.17697674787304296,0.5144639299664212
300,2400.0,moving_symmetric,596.0865590566414,total,mask_motion,9,74230.61466605488,74230.61466605488,122466.9927226379,0.6061275206958964,1.0
300,2400.0,moving_symmetric,596.0865590566414,total,predictor_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,596.0865590566414,total,projection,9,2.537489528495532e-11,3.3140709338784296e-11,1.0359113831477353e-09,0.031991838180291506,0.7656714593993103
300,2400.0,moving_symmetric,596.0865590566414,total,projection_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,596.0865590566414,total,surface_drag,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,596.0865590566414,total,transport_microphysics_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,705.6673457395926,les_label,inferred_muscl_label,9,1462.783895917783,7215.7716594290705,34698.21402813342,0.20795801344641254,0.20272036934626642
300,2400.0,moving_symmetric,705.6673457395926,les_label,local_les,9,483.09791397104027,4593.883862063778,21046.14129514031,0.2182767756636004,0.10516110734980816
300,2400.0,moving_symmetric,705.6673457395926,les_label,mask_motion,9,442.28902398329365,1096.3420619210162,8184.32334705779,0.1339563474499262,0.4034224712753541
300,2400.0,moving_symmetric,705.6673457395926,total,advection,9,-113034.87261058089,113034.87261058089,225508.45672296788,0.5012444954534088,1.0
300,2400.0,moving_symmetric,705.6673457395926,total,buoyancy,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,705.6673457395926,total,coriolis,9,4575.776526605998,4575.776526605998,5348.528879229466,0.855520579570135,1.0
300,2400.0,moving_symmetric,705.6673457395926,total,external_forcing,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,705.6673457395926,total,guard,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,705.6673457395926,total,initial_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,705.6673457395926,total,les,9,483.09791397104027,4593.883862063778,21046.14129514031,0.2182767756636004,0.10516110734980816
300,2400.0,moving_symmetric,705.6673457395926,total,mask_motion,9,88976.46083430953,88976.46083430953,143546.87562870345,0.6198425458207459,1.0
300,2400.0,moving_symmetric,705.6673457395926,total,predictor_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,705.6673457395926,total,projection,9,2.212494818625539e-11,4.93087135644122e-11,1.0781640353876245e-09,0.04573396250106283,0.448702604203078
300,2400.0,moving_symmetric,705.6673457395926,total,projection_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,705.6673457395926,total,surface_drag,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,705.6673457395926,total,transport_microphysics_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,820.7271717566915,les_label,inferred_muscl_label,9,-1134.1350408505907,9417.42133794102,40196.22697127377,0.23428620165447814,0.12042946791404288
300,2400.0,moving_symmetric,820.7271717566915,les_label,local_les,9,1576.8605491580997,3737.8061115174255,19569.137087803512,0.1910051574960358,0.42186793592617533
300,2400.0,moving_symmetric,820.7271717566915,les_label,mask_motion,9,790.4503854486478,1086.3630303479624,8471.498718005127,0.1282374071590227,0.7276116393573024
300,2400.0,moving_symmetric,820.7271717566915,total,advection,9,-136159.8736915767,136159.8736915767,253464.76797341128,0.5371944778765466,1.0
300,2400.0,moving_symmetric,820.7271717566915,total,buoyancy,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,820.7271717566915,total,coriolis,9,4457.815920626455,4457.815920626455,5154.860303186404,0.8647791905962844,1.0
300,2400.0,moving_symmetric,820.7271717566915,total,external_forcing,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,820.7271717566915,total,guard,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,820.7271717566915,total,initial_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,820.7271717566915,total,les,9,1576.8605491580997,3737.8061115174255,19569.137087803512,0.1910051574960358,0.42186793592617533
300,2400.0,moving_symmetric,820.7271717566915,total,mask_motion,9,105627.91957749057,105627.91957749057,168021.36245350933,0.6286576780182775,1.0
300,2400.0,moving_symmetric,820.7271717566915,total,predictor_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,820.7271717566915,total,projection,9,4.6750390042969085e-11,5.0196386887777964e-11,1.0864372965569395e-09,0.04620274639581761,0.9313497034654515
300,2400.0,moving_symmetric,820.7271717566915,total,projection_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,820.7271717566915,total,surface_drag,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,820.7271717566915,total,transport_microphysics_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,941.5399890746453,les_label,inferred_muscl_label,9,-3212.039161334991,9685.283642231503,46813.541958614594,0.20689063969553417,0.33164120742208153
300,2400.0,moving_symmetric,941.5399890746453,les_label,local_les,9,3014.1078171937766,3661.3234340237846,20229.109089626032,0.18099281672772224,0.8232290513272902
300,2400.0,moving_symmetric,941.5399890746453,les_label,mask_motion,9,460.38334568210644,1771.9098677641668,8597.812058902176,0.20608846246290427,0.2598232303221088
300,2400.0,moving_symmetric,941.5399890746453,total,advection,9,-154960.6822198893,154960.6822198893,287916.7616538119,0.5382134799300514,1.0
300,2400.0,moving_symmetric,941.5399890746453,total,buoyancy,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,941.5399890746453,total,coriolis,9,4239.272429644089,4239.272429644089,4884.385784115104,0.8679233412379017,1.0
300,2400.0,moving_symmetric,941.5399890746453,total,external_forcing,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,941.5399890746453,total,guard,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,941.5399890746453,total,initial_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,941.5399890746453,total,les,9,3014.1078171937766,3661.3234340237846,20229.109089626032,0.18099281672772224,0.8232290513272902
300,2400.0,moving_symmetric,941.5399890746453,total,mask_motion,9,120354.35732839095,120354.35732839095,192956.15432400652,0.6237394072764081,1.0
300,2400.0,moving_symmetric,941.5399890746453,total,predictor_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,941.5399890746453,total,projection,9,-3.905653037921818e-11,5.720660837738229e-11,1.171044595979666e-09,0.048850922137192145,0.6827275989090084
300,2400.0,moving_symmetric,941.5399890746453,total,projection_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,941.5399890746453,total,surface_drag,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,941.5399890746453,total,transport_microphysics_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1068.3934472584967,les_label,inferred_muscl_label,9,-3460.266977144293,8153.118364569814,49906.79425329434,0.16336690197310413,0.4244102467813085
300,2400.0,moving_symmetric,1068.3934472584967,les_label,local_les,9,3433.5681635884152,3595.4894934599965,16607.343881430414,0.2164999724899002,0.9549654281660098
300,2400.0,moving_symmetric,1068.3934472584967,les_label,mask_motion,9,-430.48384155641446,3026.407159580003,8881.82498848786,0.3407415889755391,0.14224254003422193
300,2400.0,moving_symmetric,1068.3934472584967,total,advection,9,-165537.88373962746,165537.88373962746,330967.57293568016,0.5001634518793111,1.0
300,2400.0,moving_symmetric,1068.3934472584967,total,buoyancy,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1068.3934472584967,total,coriolis,9,3958.7867553486044,3958.7867553486044,4540.347744060955,0.8719126768488015,1.0
300,2400.0,moving_symmetric,1068.3934472584967,total,external_forcing,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1068.3934472584967,total,guard,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1068.3934472584967,total,initial_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1068.3934472584967,total,les,9,3433.5681635884152,3595.4894934599965,16607.343881430414,0.2164999724899002,0.9549654281660098
300,2400.0,moving_symmetric,1068.3934472584967,total,mask_motion,9,131651.93750952766,131651.93750952766,216942.2289455131,0.6068525162180074,1.0
300,2400.0,moving_symmetric,1068.3934472584967,total,predictor_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1068.3934472584967,total,projection,9,-1.3327504383301228e-11,5.061762166640345e-11,1.1849394451486205e-09,0.042717475457199214,0.2632977201326534
300,2400.0,moving_symmetric,1068.3934472584967,total,projection_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1068.3934472584967,total,surface_drag,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1068.3934472584967,total,transport_microphysics_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1201.5895783515407,les_label,inferred_muscl_label,9,-1936.8093518595842,4777.74050749494,48953.29605086087,0.09759793298761793,0.4053818638373665
300,2400.0,moving_symmetric,1201.5895783515407,les_label,local_les,9,2173.3278512801057,2982.248620229853,12670.658708687895,0.23536650215233193,0.7287547512093742
300,2400.0,moving_symmetric,1201.5895783515407,les_label,mask_motion,9,-873.928205545955,1841.7234189532285,8199.563464385767,0.22461237442122695,0.4745165297635545
300,2400.0,moving_symmetric,1201.5895783515407,total,advection,9,-168422.01490277238,168422.01490277238,368913.7099375393,0.45653498464800313,1.0
300,2400.0,moving_symmetric,1201.5895783515407,total,buoyancy,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1201.5895783515407,total,coriolis,9,3639.7945102904546,3639.7945102904546,4153.2097129874555,0.8763811032485295,1.0
300,2400.0,moving_symmetric,1201.5895783515407,total,external_forcing,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1201.5895783515407,total,guard,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1201.5895783515407,total,initial_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1201.5895783515407,total,les,9,2173.3278512801057,2982.248620229853,12670.658708687895,0.23536650215233193,0.7287547512093742
300,2400.0,moving_symmetric,1201.5895783515407,total,mask_motion,9,139955.98474440808,139955.98474440808,236259.20640727968,0.5923832000990574,1.0
300,2400.0,moving_symmetric,1201.5895783515407,total,predictor_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1201.5895783515407,total,projection,9,-1.989802782743785e-11,6.321063631874414e-11,1.2848855276952869e-09,0.04919553917937401,0.31478923463292835
300,2400.0,moving_symmetric,1201.5895783515407,total,projection_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1201.5895783515407,total,surface_drag,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1201.5895783515407,total,transport_microphysics_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1341.445515999237,les_label,inferred_muscl_label,9,893.8353536532339,2515.9416177333296,44351.32229204528,0.05672754469790817,0.3552687182218922
300,2400.0,moving_symmetric,1341.445515999237,les_label,local_les,9,655.570991383016,2430.7889234888244,12613.829525007433,0.19270824285913218,0.26969474192028914
300,2400.0,moving_symmetric,1341.445515999237,les_label,mask_motion,9,-2125.398538880415,2125.398538880415,8254.733449748503,0.25747633788770846,1.0
300,2400.0,moving_symmetric,1341.445515999237,total,advection,9,-166184.96545024434,166184.96545024434,395980.3509984166,0.41967982762586337,1.0
300,2400.0,moving_symmetric,1341.445515999237,total,buoyancy,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1341.445515999237,total,coriolis,9,3287.0719585951347,3287.0719585951347,3737.2567559049126,0.8795413784192161,1.0
300,2400.0,moving_symmetric,1341.445515999237,total,external_forcing,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1341.445515999237,total,guard,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1341.445515999237,total,initial_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1341.445515999237,total,les,9,655.570991383016,2430.7889234888244,12613.829525007433,0.19270824285913218,0.26969474192028914
300,2400.0,moving_symmetric,1341.445515999237,total,mask_motion,9,145831.05044961293,145831.05044961293,251568.83425120573,0.5796864738181057,1.0
300,2400.0,moving_symmetric,1341.445515999237,total,predictor_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1341.445515999237,total,projection,9,3.5679238494343464e-11,4.119941997423552e-11,1.2504896562817247e-09,0.03294662995993118,0.8660131263172113
300,2400.0,moving_symmetric,1341.445515999237,total,projection_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1341.445515999237,total,surface_drag,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1341.445515999237,total,transport_microphysics_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1488.294250529318,les_label,inferred_muscl_label,9,2004.3925544442434,2004.3925544442434,41926.67856019872,0.047807091409979394,1.0
300,2400.0,moving_symmetric,1488.294250529318,les_label,local_les,9,-249.79936898624788,2124.195932379893,13547.558557804106,0.15679547892828588,0.11759714119515298
300,2400.0,moving_symmetric,1488.294250529318,les_label,mask_motion,9,-2401.7126592044283,2402.583035803479,7917.2929630415765,0.30346016586968405,0.9996377329790145
300,2400.0,moving_symmetric,1488.294250529318,total,advection,9,-161977.46342463564,161977.46342463564,417554.89921180427,0.3879189628247488,1.0
300,2400.0,moving_symmetric,1488.294250529318,total,buoyancy,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1488.294250529318,total,coriolis,9,2919.789177336176,2919.789177336176,3319.0250029349536,0.8797129201359615,1.0
300,2400.0,moving_symmetric,1488.294250529318,total,external_forcing,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1488.294250529318,total,guard,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1488.294250529318,total,initial_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1488.294250529318,total,les,9,-249.79936898624788,2124.195932379893,13547.558557804106,0.15679547892828588,0.11759714119515298
300,2400.0,moving_symmetric,1488.294250529318,total,mask_motion,9,150407.7045940905,150407.7045940905,264666.87116031745,0.5682906362050262,1.0
300,2400.0,moving_symmetric,1488.294250529318,total,predictor_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1488.294250529318,total,projection,9,-2.2438134648035727e-11,7.668947683618329e-11,1.3531648926825554e-09,0.056674154976154995,0.2925842706681377
300,2400.0,moving_symmetric,1488.294250529318,total,projection_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1488.294250529318,total,surface_drag,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1488.294250529318,total,transport_microphysics_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1642.4854217859033,les_label,inferred_muscl_label,9,1759.896387130807,1977.7678412780056,39697.99626588166,0.04982034428215696,0.8898397225397228
300,2400.0,moving_symmetric,1642.4854217859033,les_label,local_les,9,-1244.8963599812164,2208.398979888956,14040.984268639902,0.1572823484192163,0.563709896317654
300,2400.0,moving_symmetric,1642.4854217859033,les_label,mask_motion,9,-1472.9709774448568,1943.1927292612816,7627.778418375094,0.25475212082461485,0.7580158958318134
300,2400.0,moving_symmetric,1642.4854217859033,total,advection,9,-158510.04136978535,158510.04136978535,432620.7816330599,0.3663948846179801,1.0
300,2400.0,moving_symmetric,1642.4854217859033,total,buoyancy,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1642.4854217859033,total,coriolis,9,2547.4212145141555,2547.4212145141555,2935.1075902438183,0.8679140836205401,1.0
300,2400.0,moving_symmetric,1642.4854217859033,total,external_forcing,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1642.4854217859033,total,guard,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1642.4854217859033,total,initial_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1642.4854217859033,total,les,9,-1244.8963599812164,2208.398979888956,14040.984268639902,0.1572823484192163,0.563709896317654
300,2400.0,moving_symmetric,1642.4854217859033,total,mask_motion,9,156038.86027783388,156038.86027783388,278134.759163194,0.5610189130883816,1.0
300,2400.0,moving_symmetric,1642.4854217859033,total,predictor_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1642.4854217859033,total,projection,9,-5.1233429177436105e-11,7.63782676669392e-11,1.317074498836961e-09,0.057990848455713645,0.6707854307569325
300,2400.0,moving_symmetric,1642.4854217859033,total,projection_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1642.4854217859033,total,surface_drag,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1642.4854217859033,total,transport_microphysics_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1804.3861516053175,les_label,inferred_muscl_label,9,1110.503972732897,1877.3989934552053,38540.78027616492,0.0487120130937323,0.5915119676766747
300,2400.0,moving_symmetric,1804.3861516053175,les_label,local_les,9,-2201.659029337507,2620.92724764052,13292.818872067264,0.19716865721746799,0.8400305774681622
300,2400.0,moving_symmetric,1804.3861516053175,les_label,mask_motion,9,-196.13860887867293,1620.5997166454779,7314.959874624658,0.22154594754063955,0.12102841118883163
300,2400.0,moving_symmetric,1804.3861516053175,total,advection,9,-155366.37788055727,155366.37788055727,437214.0437462145,0.3553554148199808,1.0
300,2400.0,moving_symmetric,1804.3861516053175,total,buoyancy,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1804.3861516053175,total,coriolis,9,2176.233825475048,2176.233825475048,2589.230328285402,0.8404944904674272,1.0
300,2400.0,moving_symmetric,1804.3861516053175,total,external_forcing,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1804.3861516053175,total,guard,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1804.3861516053175,total,initial_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1804.3861516053175,total,les,9,-2201.659029337507,2620.92724764052,13292.818872067264,0.19716865721746799,0.8400305774681622
300,2400.0,moving_symmetric,1804.3861516053175,total,mask_motion,9,162343.05986327294,162343.05986327294,291292.80082070123,0.5573191627320703,1.0
300,2400.0,moving_symmetric,1804.3861516053175,total,predictor_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1804.3861516053175,total,projection,9,4.467659610183283e-11,1.1570193503236464e-10,1.422475304355879e-09,0.08133844902478392,0.3861352542577244
300,2400.0,moving_symmetric,1804.3861516053175,total,projection_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1804.3861516053175,total,surface_drag,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1804.3861516053175,total,transport_microphysics_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1974.3819179157026,les_label,inferred_muscl_label,9,95.8091023341955,1973.3659691960481,35890.57621654335,0.05498284444612644,0.048551107006891504
300,2400.0,moving_symmetric,1974.3819179157026,les_label,local_les,9,-1946.9098345061739,1946.9098345061739,12895.03518746939,0.15098135105502172,1.0
300,2400.0,moving_symmetric,1974.3819179157026,les_label,mask_motion,9,643.0711235590577,1651.5352316464487,7168.110390202288,0.2304003624028789,0.3893777808893409
300,2400.0,moving_symmetric,1974.3819179157026,total,advection,9,-154009.847795447,154009.847795447,439985.51865001547,0.35003390172473714,1.0
300,2400.0,moving_symmetric,1974.3819179157026,total,buoyancy,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1974.3819179157026,total,coriolis,9,1828.0307383406043,1828.0307383406043,2299.0802030537957,0.7951139485749513,1.0
300,2400.0,moving_symmetric,1974.3819179157026,total,external_forcing,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1974.3819179157026,total,guard,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1974.3819179157026,total,initial_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1974.3819179157026,total,les,9,-1946.9098345061739,1946.9098345061739,12895.03518746939,0.15098135105502172,1.0
300,2400.0,moving_symmetric,1974.3819179157026,total,mask_motion,9,170548.9684711926,170548.9684711926,303633.6630819737,0.5616932152386165,1.0
300,2400.0,moving_symmetric,1974.3819179157026,total,predictor_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1974.3819179157026,total,projection,9,2.326208435929057e-12,6.216946732427164e-11,1.4289940638298987e-09,0.04350575618043437,0.03741721677935111
300,2400.0,moving_symmetric,1974.3819179157026,total,projection_bcs,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1974.3819179157026,total,surface_drag,9,0.0,0.0,0.0,,
300,2400.0,moving_symmetric,1974.3819179157026,total,transport_microphysics_bcs,9,0.0,0.0,0.0,,
300,4200.0,fixed_initial,39.88822936505957,les_label,inferred_muscl_label,9,-8644.083363782885,8794.851152970625,122513.44209558569,0.07178682602117106,0.9828572665340886
300,4200.0,fixed_initial,39.88822936505957,les_label,local_les,9,-48.703534479179794,103.80690975084877,17975.882900180302,0.0057747878269616216,0.4691743025206621
300,4200.0,fixed_initial,39.88822936505957,les_label,mask_motion,9,0.0,0.0,0.0,,
300,4200.0,fixed_initial,39.88822936505957,total,advection,9,-17446.476234494883,17446.476234494883,312668.37642017804,0.05579865937912925,1.0
300,4200.0,fixed_initial,39.88822936505957,total,buoyancy,9,0.0,0.0,0.0,,
300,4200.0,fixed_initial,39.88822936505957,total,coriolis,9,3570.855846123397,3614.1165548125973,11135.540394960895,0.32455690757927413,0.9880300737308558
300,4200.0,fixed_initial,39.88822936505957,total,external_forcing,9,0.0,0.0,0.0,,
300,4200.0,fixed_initial,39.88822936505957,total,guard,9,0.0,0.0,0.0,,
300,4200.0,fixed_initial,39.88822936505957,total,initial_bcs,9,0.0,0.0,0.0,,
300,4200.0,fixed_initial,39.88822936505957,total,les,9,-48.703534479179794,103.80690975084877,17975.882900180302,0.0057747878269616216,0.4691743025206621
300,4200.0,fixed_initial,39.88822936505957,total,mask_motion,9,0.0,0.0,0.0,,
300,4200.0,fixed_initial,39.88822936505957,total,predictor_bcs,9,0.0,0.0,0.0,,
300,4200.0,fixed_initial,39.88822936505957,total,projection,9,-1.620940944602096e-11,6.390154580752175e-11,2.760392475978199e-09,0.02314944210419824,0.2536622430832178
300,4200.0,fixed_initial,39.88822936505957,total,projection_bcs,9,0.0,0.0,0.0,,
300,4200.0,fixed_initial,39.88822936505957,total,surface_drag,9,-3848.5125949850117,3855.6881732939473,13300.015684680242,0.2899010245330132,0.9981389630109
300,4200.0,fixed_initial,39.88822936505957,total,transport_microphysics_bcs,9,0.0,0.0,0.0,,
300,4200.0,fixed_initial,121.65909956343168,les_label,inferred_muscl_label,9,-2193.5966069014166,8510.772851961308,211662.22885487234,0.040209218706644054,0.2577435263585847
300,4200.0,fixed_initial,121.65909956343168,les_label,local_les,9,-1308.7985004870586,4282.726294128551,147270.57399314857,0.029080665458177644,0.30559938006810516
300,4200.0,fixed_initial,121.65909956343168,les_label,mask_motion,9,0.0,0.0,0.0,,
300,4200.0,fixed_initial,121.65909956343168,total,advection,9,-34531.093648059374,34531.093648059374,413940.18777823384,0.08342049085255578,1.0
300,4200.0,fixed_initial,121.65909956343168,total,buoyancy,9,0.0,0.0,0.0,,
300,4200.0,fixed_initial,121.65909956343168,total,coriolis,9,3958.816445325263,3958.816445325263,11181.30673423791,0.3540566893852488,1.0
300,4200.0,fixed_initial,121.65909956343168,total,external_forcing,9,0.0,0.0,0.0,,
300,4200.0,fixed_initial,121.65909956343168,total,guard,9,0.0,0.0,0.0,,
300,4200.0,fixed_initial,121.65909956343168,total,initial_bcs,9,0.0,0.0,0.0,,
300,4200.0,fixed_initial,121.65909956343168,total,les,9,-1308.7985004870586,4282.726294128551,147270.57399314857,0.029080665458177644,0.30559938006810516
300,4200.0,fixed_initial,121.65909956343168,total,mask_motion,9,0.0,0.0,0.0,,
300,4200.0,fixed_initial,121.65909956343168,total,predictor_bcs,9,0.0,0.0,0.0,,
300,4200.0,fixed_initial,121.65909956343168,total,projection,9,-3.343434919181776e-13,3.9721953639229644e-11,2.484654461394094e-09,0.015986912569300436,0.008417095869825947
300,4200.0,fixed_initial,121.65909956343168,total,projection_bcs,9,0.0,0.0,0.0,,
300,4200.0,fixed_initial,121.65909956343168,total,surface_drag,9,-1772.427417161862,1867.1734706539057,12895.11474821054,0.14479696436303632,0.9492569624723393
300,4200.0,fixed_initial,121.65909956343168,total,transport_microphysics_bcs,9,0.0,0.0,0.0,,
300,4200.0,fixed_initial,207.51851327172238,les_label,inferred_muscl_label,9,-1615.3440192450296,9422.227766785601,203777.81995969746,0.046237749371590586,0.17143971247853895
300,4200.0,fixed_initial,207.51851327172238,les_label,local_les,9,5735.419167774423,9537.218700476913,133243.90539476517,0.07157714772935203,0.601372302334602
300,4200.0,fixed_initial,207.51851327172238,les_label,mask_motion,9,0.0,0.0,0.0,,
300,4200.0,fixed_initial,207.51851327172238,total,advection,9,-59253.22699219578,59253.22699219578,431460.4995629076,0.13733175354921817,1.0
300,4200.0,fixed_initial,207.51851327172238,total,buoyancy,9,0.0,0.0,0.0,,
300,4200.0,fixed_initial,207.51851327172238,total,coriolis,9,4405.035393214342,4405.035393214342,11425.807595376318,0.3855338326366468,1.0
300,4200.0,fixed_initial,207.51851327172238,total,external_forcing,9,0.0,0.0,0.0,,
300,4200.0,fixed_initial,207.51851327172238,total,guard,9,0.0,0.0,0.0,,
